league,method,time_index,regulation_fraction,bin_id,n_games,mean_forecast,observed_rate,gap,bin_lower,bin_upper
nba,linear,19,0.95,1,1652,0.0024612265416954185,6.053268765133172e-4,-0.001855899665182098,0.001,0.0135
nba,locf,0,0,8,818,0.7237921760391205,0.7053789731051344,-0.0184132029339853,0.696,0.753
nba,locf,1,0.05,8,815,0.7304466257668712,0.7165644171779141,-0.013882208588957038,0.7,0.76
nba,locf,2,0.1,6,835,0.6187497005988026,0.5952095808383233,-0.023540119760479063,0.589,0.649
nba,locf,3,0.15000000000000002,6,831,0.6212322503008418,0.5788206979542719,-0.042411552346570396,0.59,0.655
nba,locf,4,0.2,5,831,0.5454897713598074,0.5475330926594465,0.0020433212996389854,0.507,0.585
nba,locf,5,0.25,4,823,0.45960753341433846,0.45443499392466585,-0.005172539489671927,0.4139999999999999,0.505
nba,locf,6,0.30000000000000004,3,831,0.35425150421179324,0.3658243080625752,0.011572803850782187,0.30299999999999994,0.403
nba,locf,7,0.35000000000000003,4,826,0.44454721549636744,0.46973365617433416,0.02518644067796611,0.395,0.493
nba,locf,8,0.4,4,827,0.43651390568319226,0.45223700120918986,0.01572309552599757,0.385,0.489
nba,locf,9,0.45,4,831,0.4252129963898916,0.44885679903730447,0.023643802647412743,0.366,0.482
