league,method,time_index,regulation_fraction,bin_id,n_games,mean_forecast,observed_rate,gap,bin_lower,bin_upper
nfl,locf,11,0.55,3,185,0.27068054054054047,0.23243243243243245,-0.03824810810810812,0.2144,0.3335
nfl,locf,12,0.6000000000000001,3,187,0.25637807486631,0.25133689839572193,-0.005041176470588228,0.193,0.3203
nfl,locf,13,0.65,2,185,0.11611513513513516,0.11891891891891893,0.002803783783783777,0.0639,0.1699
nfl,locf,14,0.7000000000000001,3,185,0.2063508108108109,0.21081081081081082,0.004459999999999996,0.14349999999999996,0.275
nfl,locf,15,0.75,1,184,0.010699456521739125,0.016304347826086956,0.005604891304347829,0.001,0.0318
nfl,locf,16,0.8,1,182,0.006445054945054945,0,-0.006445054945054945,0.001,0.0217
nfl,locf,17,0.8500000000000001,1,183,0.0030830601092896185,0,-0.0030830601092896185,0.001,0.0109
nfl,locf,18,0.9,2,186,0.018013440860215047,0.016129032258064516,-0.0018844086021505423,0.0023,0.0395
nfl,locf,19,0.95,2,186,0.0689327956989247,0.07526881720430108,0.006336021505376351,0.011,0.148
nfl,linear,0,0,5,184,0.5340663043478263,0.483695652173913,-0.05037065217391308,0.507,0.559
nfl,linear,3,0.15000000000000002,4,185,0.46858661678053365,0.42162162162162165,-0.04696499515891198,0.4333695652173913,0.5029321428571426
nfl,linear,4,0.2,6,185,0.5906562207010948,0.5513513513513514,-0.039304869349743456,0.55905,0.6234292682926829
nfl,linear,6,0.30000000000000004,4,185,0.4528247366991769,0.3891891891891892,-0.06363554750998772,0.41342195121951203,0.48780638297872325
nfl,linear,7,0.35000000000000003,4,186,0.44239636990095776,0.3870967741935484,-0.05529959570740939,0.403,0.4827548387096772
nfl,linear,8,0.4,3,185,0.338442185203752,0.2972972972972973,-0.04114488790645469,0.28345384615384606,0.3924653061224489
nfl,linear,9,0.45,2,185,0.2140188196816895,0.2,-0.014018819681689325,0.1570181818181818,0.27382727272727275
nfl,linear,12,0.6000000000000001,4,185,0.38565016196213925,0.31351351351351353,-0.0721366484486256,0.32132432432432423,0.44868461538461585
nfl,linear,13,0.65,3,185,0.23490010683035256,0.1891891891891892,-0.045710917641163404,0.17197435897435895,0.3042102564102566
nfl,linear,14,0.7000000000000001,4,185,0.3537742281581056,0.3675675675675676,0.013793339409462006,0.27441860465116275,0.424487804878049
nfl,linear,15,0.75,4,185,0.3315994594594599,0.3027027027027027,-0.028896756756756733,0.2484,0.4149
nfl,linear,16,0.8,4,185,0.31117280896985866,0.2972972972972973,-0.013875511672561312,0.23169230769230753,0.39716216216216227
nfl,locf,0,0,5,184,0.5340663043478263,0.483695652173913,-0.05037065217391308,0.507,0.559
