league,season,game_id,game_date,home_team,away_team,home_team_abbr,away_team_abbr,home_record,away_record,home_final,away_final,home_won,favorite_team,favorite_record,pregame_favorite_side_odds,pregame_favorite_team_abbr_odds,pregame_spread_abs,pregame_total_line,pregame_home_moneyline,pregame_away_moneyline,pregame_home_spread_odds,pregame_away_spread_odds,pregame_odds_n_providers,pregame_odds_source,winner_team,winner_record,loser_team,loser_record,starting_wp_home,starting_wp_favored,max_wp_loser,pit_u,pit_tail_prob,n_updates,n_missing_time,prop_missing_time,peak_rows,peak_first_update_index,peak_first_play_id,peak_first_sequence_number,peak_first_period_number,peak_first_clock_display,peak_first_game_seconds_remaining,peak_first_minutes_remaining,peak_first_home_score,peak_first_away_score,peak_first_loser_score,peak_first_winner_score,peak_first_loser_score_margin,peak_first_play_text,had_bad_1,n_bad_1_rows,n_bad_1_runs,had_bad_0,n_bad_0_rows,n_bad_0_runs,had_extreme_patch
nfl,2019,401128110,2019-09-15T17:00Z,Pittsburgh Steelers,Seattle Seahawks,PIT,SEA,0-2,2-0,26,28,FALSE,Pittsburgh Steelers,0-2,home,PIT,4,47,-197,175,-101,-109,1,nflreadr,Seattle Seahawks,2-0,Pittsburgh Steelers,0-2,0.537,0.537,0.74,0.6486486486486487,0.3513513513513513,174,174,1,1,43,4011281101043,104300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128115,2019-09-15T17:00Z,Washington,Dallas Cowboys,WSH,DAL,0-2,2-0,21,31,FALSE,Dallas Cowboys,2-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dallas Cowboys,2-0,Washington,0-2,0.392,0.608,0.658,0.48024316109422505,0.519756838905775,162,162,1,2,40,4011281151051,105100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128061,2019-09-15T17:00Z,Baltimore Ravens,Arizona Cardinals,BAL,ARI,2-0,0-1-1,23,17,TRUE,Baltimore Ravens,2-0,home,BAL,13,46,-665,513,-100,-110,1,nflreadr,Baltimore Ravens,2-0,Arizona Cardinals,0-1-1,0.857,0.857,0.414,0.6545893719806763,0.34541062801932365,179,179,1,1,144,4011280613510,351000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128101,2019-09-15T17:00Z,Houston Texans,Jacksonville Jaguars,HOU,JAX,1-1,0-2,13,12,TRUE,Houston Texans,1-1,home,HOU,7.5,43,-336,286,111,-122,1,nflreadr,Houston Texans,1-1,Jacksonville Jaguars,0-2,0.738,0.738,0.43700000000000006,0.4004576659038902,0.5995423340961098,165,165,1,1,95,4011281012206,220600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128118,2019-09-15T20:05Z,Oakland Raiders,Kansas City Chiefs,OAK,KC,1-1,2-0,10,28,FALSE,Kansas City Chiefs,2-0,away,KC,7,53.5,252,-293,-119,108,1,nflreadr,Kansas City Chiefs,2-0,Oakland Raiders,1-1,0.298,0.702,0.724,0.6187845303867403,0.3812154696132597,175,175,1,1,32,401128118760,76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128120,2019-09-15T20:25Z,Denver Broncos,Chicago Bears,DEN,CHI,0-2,1-1,14,16,FALSE,Chicago Bears,1-1,away,CHI,3,41,132,-147,-114,103,1,nflreadr,Chicago Bears,1-1,Denver Broncos,0-2,0.49,0.51,0.939,0.9350372736954207,0.06496272630457933,182,182,1,1,177,4011281204277,427700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128122,2019-09-15T20:25Z,Los Angeles Rams,New Orleans Saints,LAR,NO,2-0,1-1,27,9,TRUE,Los Angeles Rams,2-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles Rams,2-0,New Orleans Saints,1-1,0.586,0.586,0.484,0.14462809917355357,0.8553719008264464,173,173,1,1,71,4011281221812,181200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128124,2019-09-16T00:20Z,Atlanta Falcons,Philadelphia Eagles,ATL,PHI,1-1,1-1,24,20,TRUE,Atlanta Falcons,1-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlanta Falcons,1-1,Philadelphia Eagles,1-1,0.503,0.503,0.739,0.6468200270635995,0.35317997293640047,181,181,1,1,161,4011281243968,396800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128127,2019-09-17T00:15Z,New York Jets,Cleveland Browns,NYJ,CLE,0-2,1-1,3,23,FALSE,New York Jets,0-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland Browns,1-1,New York Jets,0-2,0.588,0.588,0.59,0.3050847457627117,0.6949152542372883,169,169,1,1,2,40112812735,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127859,2019-09-20T00:20Z,Jacksonville Jaguars,Tennessee Titans,JAX,TEN,1-2,1-2,20,7,TRUE,Tennessee Titans,1-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacksonville Jaguars,1-2,Tennessee Titans,1-2,0.383,0.617,0.665,0.4962406015037595,0.5037593984962405,174,174,1,1,3,40112785951,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127915,2019-09-22T17:00Z,Buffalo Bills,Cincinnati Bengals,BUF,CIN,3-0,0-3,21,17,TRUE,Buffalo Bills,3-0,home,BUF,5.5,43.5,-252,220,-106,-104,1,nflreadr,Buffalo Bills,3-0,Cincinnati Bengals,0-3,0.68,0.68,0.726,0.6225895316804406,0.3774104683195594,177,177,1,1,152,4011279154097,409700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127921,2019-09-22T17:00Z,Dallas Cowboys,Miami Dolphins,DAL,MIA,3-0,0-3,31,6,TRUE,Dallas Cowboys,3-0,home,DAL,22,46.5,-2540,1454,-112,102,1,nflreadr,Dallas Cowboys,3-0,Miami Dolphins,0-3,0.961,0.961,0.16000000000000003,0.7562499999999999,0.24375000000000013,180,180,1,1,86,4011279212063,206300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127925,2019-09-22T17:00Z,Green Bay Packers,Denver Broncos,GB,DEN,3-0,0-3,27,16,TRUE,Green Bay Packers,3-0,home,GB,7,42,-327,278,-102,-108,1,nflreadr,Green Bay Packers,3-0,Denver Broncos,0-3,0.679,0.679,0.492,0.3475609756097562,0.6524390243902438,165,165,1,1,60,4011279251431,143100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127929,2019-09-22T17:00Z,Indianapolis Colts,Atlanta Falcons,IND,ATL,2-1,1-2,27,24,TRUE,Indianapolis Colts,2-1,home,IND,1,48,-116,105,-111,100,1,nflreadr,Indianapolis Colts,2-1,Atlanta Falcons,1-2,0.558,0.558,0.458,0.03493449781659408,0.9650655021834059,163,163,1,1,17,401127929370,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127953,2019-09-22T17:00Z,Kansas City Chiefs,Baltimore Ravens,KC,BAL,3-0,2-1,33,28,TRUE,Kansas City Chiefs,3-0,home,KC,4.5,52,-216,191,-102,-108,1,nflreadr,Kansas City Chiefs,3-0,Baltimore Ravens,2-1,0.722,0.722,0.493,0.4361054766734279,0.5638945233265721,184,184,1,1,29,401127953712,71200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127956,2019-09-22T17:00Z,Minnesota Vikings,Oakland Raiders,MIN,OAK,2-1,1-2,34,14,TRUE,Minnesota Vikings,2-1,home,MIN,8.5,43,-405,337,-105,-105,1,nflreadr,Minnesota Vikings,2-1,Oakland Raiders,1-2,0.78,0.78,0.249,0.11646586345381538,0.8835341365461846,153,153,1,1,4,40112795679,7900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127861,2019-09-22T17:00Z,New England Patriots,New York Jets,NE,NYJ,3-0,0-3,30,14,TRUE,New England Patriots,3-0,home,NE,20.5,43,-1962,1203,-101,-109,1,nflreadr,New England Patriots,3-0,New York Jets,0-3,0.903,0.903,0.114,0.1491228070175441,0.8508771929824559,168,168,1,1,4,40112786172,7200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127959,2019-09-22T17:00Z,Philadelphia Eagles,Detroit Lions,PHI,DET,1-2,2-0-1,24,27,FALSE,Philadelphia Eagles,1-2,home,PHI,4,45,-212,188,-106,-104,1,nflreadr,Detroit Lions,2-0-1,Philadelphia Eagles,1-2,0.652,0.652,0.748,0.6631016042780749,0.33689839572192515,176,176,1,1,9,401127959199,19900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127962,2019-09-22T20:05Z,Arizona Cardinals,Carolina Panthers,ARI,CAR,0-2-1,1-2,20,38,FALSE,Arizona Cardinals,0-2-1,home,ARI,2.5,46,-131,118,103,-114,1,nflreadr,Carolina Panthers,1-2,Arizona Cardinals,0-2-1,0.597,0.597,0.763,0.689384010484928,0.31061598951507197,179,179,1,1,28,401127962690,69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127966,2019-09-22T20:05Z,Tampa Bay Buccaneers,New York Giants,TB,NYG,1-2,1-2,31,32,FALSE,Tampa Bay Buccaneers,1-2,home,TB,5,48,-230,202,-107,-103,1,nflreadr,New York Giants,1-2,Tampa Bay Buccaneers,1-2,0.742,0.742,0.973,0.9722507708119219,0.027749229188078095,184,184,1,2,84,4011279662073,207300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127970,2019-09-22T20:25Z,Los Angeles Chargers,Houston Texans,LAC,HOU,1-2,2-1,20,27,FALSE,Los Angeles Chargers,1-2,home,LAC,3,49,-168,151,-115,104,1,nflreadr,Houston Texans,2-1,Los Angeles Chargers,1-2,0.563,0.563,0.872,0.8532110091743119,0.14678899082568808,172,172,1,1,91,4011279702210,221000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127998,2019-09-22T20:25Z,San Francisco 49ers,Pittsburgh Steelers,SF,PIT,3-0,0-3,24,20,TRUE,San Francisco 49ers,3-0,home,SF,6,44.5,-276,239,-107,-104,1,nflreadr,San Francisco 49ers,3-0,Pittsburgh Steelers,0-3,0.799,0.799,0.708,0.7161016949152543,0.2838983050847457,168,168,1,1,147,4011279983686,368600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127993,2019-09-22T20:25Z,Seattle Seahawks,New Orleans Saints,SEA,NO,2-1,2-1,27,33,FALSE,Seattle Seahawks,2-1,home,SEA,5,44,-225,199,-105,-106,1,nflreadr,New Orleans Saints,2-1,Seattle Seahawks,2-1,0.556,0.556,0.599,0.330550918196995,0.669449081803005,177,177,1,1,52,4011279931323,132300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128125,2019-09-23T00:20Z,Cleveland Browns,Los Angeles Rams,CLE,LAR,1-2,3-0,13,20,FALSE,Los Angeles Rams,3-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles Rams,3-0,Cleveland Browns,1-2,0.386,0.614,0.687,0.5443959243085881,0.4556040756914119,173,173,1,1,116,4011281252748,274800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128003,2019-09-24T00:15Z,Washington,Chicago Bears,WSH,CHI,0-3,2-1,15,31,FALSE,Chicago Bears,2-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago Bears,2-1,Washington,0-3,0.424,0.5760000000000001,0.472,0.10169491525423735,0.8983050847457626,173,173,1,1,13,401128003302,30200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127863,2019-09-27T00:20Z,Green Bay Packers,Philadelphia Eagles,GB,PHI,3-1,2-2,27,34,FALSE,Green Bay Packers,3-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philadelphia Eagles,2-2,Green Bay Packers,3-1,0.645,0.645,0.875,0.8571428571428572,0.1428571428571428,173,173,1,2,35,401127863827,82700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128016,2019-09-29T17:00Z,Atlanta Falcons,Tennessee Titans,ATL,TEN,1-3,2-2,10,24,FALSE,Atlanta Falcons,1-3,home,ATL,3.5,46,-174,156,102,-113,1,nflreadr,Tennessee Titans,2-2,Atlanta Falcons,1-3,0.545,0.545,0.608,0.3552631578947367,0.6447368421052633,178,178,1,1,30,401128016722,72200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127866,2019-09-29T17:00Z,Buffalo Bills,New England Patriots,BUF,NE,3-1,4-0,10,16,FALSE,New England Patriots,4-0,away,NE,7,41.5,274,-321,-108,-102,1,nflreadr,New England Patriots,4-0,Buffalo Bills,3-1,0.246,0.754,0.408,0.3970588235294117,0.6029411764705883,186,186,1,1,111,4011278662856,285600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128023,2019-09-29T17:00Z,Detroit Lions,Kansas City Chiefs,DET,KC,2-1-1,4-0,30,34,FALSE,Kansas City Chiefs,4-0,away,KC,7.5,54.5,307,-364,-116,105,1,nflreadr,Kansas City Chiefs,4-0,Detroit Lions,2-1-1,0.299,0.7010000000000001,0.999,0.9989989989989989,0.0010010010010010895,187,187,1,1,174,4011280234554,455400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128030,2019-09-29T17:00Z,Indianapolis Colts,Oakland Raiders,IND,OAK,2-2,2-2,24,31,FALSE,Indianapolis Colts,2-2,home,IND,5.5,46,-242,212,-104,-106,1,nflreadr,Oakland Raiders,2-2,Indianapolis Colts,2-2,0.752,0.752,0.752,0.6702127659574468,0.32978723404255317,182,182,1,1,1,4011280301,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128055,2019-09-29T17:00Z,Miami Dolphins,Los Angeles Chargers,MIA,LAC,0-4,2-2,10,30,FALSE,Los Angeles Chargers,2-2,away,LAC,15,43.5,602,-806,-107,-103,1,nflreadr,Los Angeles Chargers,2-2,Miami Dolphins,0-4,0.138,0.862,0.352,0.6079545454545454,0.3920454545454546,149,149,1,1,46,4011280551151,115100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128059,2019-09-29T17:00Z,New York Giants,Washington,NYG,WSH,2-2,0-4,24,3,TRUE,New York Giants,2-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York Giants,2-2,Washington,0-4,0.553,0.553,0.456,0.019736842105263275,0.9802631578947367,159,159,1,1,9,401128059209,20900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
