"game_id","season","starting_wp_favored","home_final","away_final","max_wp_loser","bin_idx","bin_center","bin_label"
400975622,2018,0.809,119,122,0.877,7,0.8,"p0=0.80"
400975619,2018,0.53,89,105,0.688,2,0.55,"p0=0.55"
400975620,2018,0.753,116,93,0.264,6,0.75,"p0=0.75"
400975621,2018,0.692,105,122,0.692,5,0.7,"p0=0.70"
400975618,2018,0.827,134,127,0.294,8,0.85,"p0=0.85"
400975615,2018,0.568,103,110,0.862,2,0.55,"p0=0.55"
400975616,2018,0.676,115,116,0.926,5,0.7,"p0=0.70"
400975613,2018,0.742,111,96,0.401,6,0.75,"p0=0.75"
400975614,2018,0.555,112,120,0.877,2,0.55,"p0=0.55"
401001760,2018,0.51,145,148,0.986,1,0.5,"p0=0.50"
401018033,2018,0.51,124,155,0.618,1,0.5,"p0=0.50"
400975612,2018,0.796,119,111,0.886,7,0.8,"p0=0.80"
400975611,2018,0.59,123,134,0.632,3,0.6,"p0=0.60"
400975610,2018,0.643,123,117,0.688,4,0.65,"p0=0.65"
400975609,2018,0.885,107,97,0.409,9,0.9,"p0=0.90"
400975604,2018,0.715,119,129,0.725,5,0.7,"p0=0.70"
400975605,2018,0.768,98,122,0.516,6,0.75,"p0=0.75"
400975606,2018,0.939,100,91,0.19,10,0.95,"p0=0.95"
400975607,2018,0.575,114,121,0.639,2,0.55,"p0=0.55"
400975608,2018,0.659,139,117,0.344,4,0.65,"p0=0.65"
400975602,2018,0.554,103,108,0.789,2,0.55,"p0=0.55"
400975603,2018,0.613,113,118,0.986,3,0.6,"p0=0.60"
400975599,2018,0.769,104,98,0.421,6,0.75,"p0=0.75"
400975600,2018,0.539,102,104,0.742,2,0.55,"p0=0.55"
400975601,2018,0.717,104,102,0.981,5,0.7,"p0=0.70"
400975598,2018,0.567,117,109,0.803,2,0.55,"p0=0.55"
400975597,2018,0.764,109,114,0.823,6,0.75,"p0=0.75"
400975594,2018,0.782,97,92,0.506,7,0.8,"p0=0.80"
400975595,2018,0.56,108,126,0.795,2,0.55,"p0=0.55"
400975596,2018,0.711,112,120,0.809,5,0.7,"p0=0.70"
400975593,2018,0.784,115,112,0.585,7,0.8,"p0=0.80"
400975592,2018,0.959,129,83,0.129,10,0.95,"p0=0.95"
400975591,2018,0.534,100,99,0.967,2,0.55,"p0=0.55"
400975590,2018,0.547,105,101,0.705,2,0.55,"p0=0.55"
400975589,2018,0.56,101,114,0.445,2,0.55,"p0=0.55"
400975587,2018,0.583,103,118,0.653,3,0.6,"p0=0.60"
400975588,2018,0.773,108,92,0.381,6,0.75,"p0=0.75"
400975586,2018,0.579,96,115,0.824,3,0.6,"p0=0.60"
400975583,2018,0.872,104,97,0.246,8,0.85,"p0=0.85"
